 43.0, 70.0, 339.0, 0.475064633407 
 43.0, 51.0, 290.0, 0.371373131902 
 48.0, 73.0, 285.0, 0.77019565939 
 50.0, 61.0, 313.0, 0.590006897554 
 42.0, 58.0, 277.0, 0.424542719426 
 53.0, 64.0, 278.0, 0.692581506394 
 58.0, 67.0, 335.0, 0.419234615212 
 48.0, 42.0, 301.0, 0.375367715023 
 52.0, 57.0, 303.0, 0.614490866871 
 51.0, 68.0, 288.0, 0.721594024301 
 52.0, 65.0, 291.0, 0.679949979761 
 45.0, 71.0, 297.0, 0.545208163541 
 46.0, 77.0, 326.0, 0.338960682306 
 37.0, 55.0, 295.0, 0.654244684121 
 53.0, 49.0, 264.0, 0.265717344294 
 55.0, 61.0, 316.0, 0.359891733177 
 49.0, 56.0, 272.0, 0.639449011399 
 40.0, 54.0, 308.0, 0.365736847691 
 57.0, 59.0, 297.0, 0.912118361645 
 52.0, 48.0, 319.0, 0.443139484304 
 49.0, 47.0, 281.0, 0.426006465469 
 56.0, 51.0, 337.0, 0.348302975872 
 58.0, 65.0, 324.0, 0.586590089728 
 44.0, 62.0, 291.0, 0.538176776422 
 45.0, 57.0, 270.0, 0.134717112898 
 57.0, 61.0, 322.0, 0.465892244044 
 46.0, 54.0, 289.0, 0.534904684082 
 48.0, 61.0, 281.0, 0.349189704436 
 42.0, 71.0, 290.0, 0.254138991625 
 41.0, 62.0, 297.0, 0.368821421456 
 69.0, 69.0, 281.0, 0.366159788638 
 41.0, 69.0, 315.0, 0.772115912434 
 45.0, 70.0, 254.0, 0.609478808923 
 39.0, 58.0, 285.0, 0.60251647231 
 45.0, 58.0, 290.0, 0.359769992178 
 56.0, 54.0, 317.0, 0.390176799573 
 56.0, 58.0, 290.0, 0.591597030899 
 51.0, 64.0, 311.0, 0.502690098586 
 49.0, 53.0, 306.0, 0.521927558517 
 41.0, 66.0, 272.0, 0.501937180297 
 53.0, 60.0, 313.0, 0.60341821934 
 61.0, 64.0, 284.0, 0.647257778672 
 46.0, 59.0, 301.0, 0.449546525695 
 49.0, 60.0, 293.0, 0.577776909864 
 45.0, 53.0, 331.0, 0.649214507423 
 42.0, 44.0, 311.0, 0.433915496078 
 52.0, 53.0, 295.0, 0.388694459185 
 54.0, 57.0, 306.0, 0.624197482929 
 43.0, 49.0, 335.0, 0.358182527039 
 30.0, 83.0, 317.0, 0.578630848096 
 58.0, 56.0, 298.0, 0.570594676654 
 48.0, 52.0, 285.0, 0.475532816455 
 57.0, 58.0, 301.0, 0.490989277915 
 65.0, 61.0, 318.0, 0.550610974644 
 34.0, 63.0, 281.0, 0.620356450002 
 41.0, 55.0, 271.0, 0.475364695315 
 54.0, 72.0, 302.0, 0.586313669184 
 45.0, 72.0, 304.0, 0.54008475559 
 50.0, 52.0, 300.0, 0.69799644405 
 50.0, 54.0, 325.0, 0.635833991502 
 41.0, 61.0, 293.0, 0.436644361263 
 51.0, 61.0, 270.0, 0.567120375365 
 70.0, 64.0, 319.0, 0.667875794941 
 65.0, 59.0, 314.0, 0.38911967041 
 51.0, 70.0, 333.0, 0.599639049646 
 43.0, 57.0, 265.0, 0.57168064233 
 48.0, 60.0, 290.0, 0.57143370294 
 44.0, 54.0, 301.0, 0.543837715744 
 55.0, 55.0, 317.0, 0.248333425529 
 56.0, 72.0, 334.0, 0.744727330092 
 52.0, 62.0, 307.0, 0.483133584416 
 34.0, 67.0, 268.0, 0.441701127649 
 46.0, 55.0, 317.0, 0.865513024056 
 46.0, 62.0, 306.0, 0.494967956118 
 45.0, 39.0, 312.0, 0.616531135708 
 41.0, 55.0, 278.0, 0.546641416555 
 51.0, 67.0, 314.0, 0.596210639052 
 56.0, 53.0, 324.0, 0.604692935367 
 55.0, 54.0, 341.0, 0.373282864326 
 44.0, 63.0, 292.0, 0.112468038099 
 48.0, 60.0, 324.0, 0.113043475959 
 57.0, 70.0, 309.0, 0.358316125353 
 58.0, 45.0, 317.0, 0.407450828815 
 51.0, 53.0, 314.0, 0.387284484165 
 52.0, 69.0, 283.0, 0.515721280345 
 45.0, 70.0, 284.0, 0.510670692139 
 52.0, 56.0, 337.0, 0.522817185585 
 46.0, 72.0, 301.0, 0.539510650034 
 40.0, 57.0, 322.0, 0.471826076861 
 59.0, 63.0, 311.0, 0.388527654195 
 54.0, 68.0, 311.0, 0.270496407007 
 52.0, 64.0, 306.0, 0.450877450834 
 50.0, 71.0, 334.0, 0.319802158466 
 53.0, 66.0, 323.0, 0.49286103577 
 50.0, 46.0, 310.0, 0.593497109801 
 58.0, 53.0, 321.0, 0.636832688855 
 55.0, 65.0, 314.0, 0.603365932475 
 48.0, 59.0, 302.0, 0.569600338015 
 48.0, 67.0, 314.0, 0.808440626347 
 63.0, 77.0, 320.0, 0.445695265987 
 51.0, 56.0, 263.0, 0.654262260492 
 47.0, 54.0, 281.0, 0.769776643739 
 52.0, 52.0, 277.0, 0.505282571423 
 62.0, 61.0, 298.0, 0.355143361483 
