 49.0, 52.0, 291.0, 0.423088242087 
 54.0, 72.0, 302.0, 0.708870065652 
 58.0, 62.0, 302.0, 0.577224035776 
 69.0, 47.0, 328.0, 0.581691588742 
 40.0, 80.0, 316.0, 0.39201897662 
 41.0, 69.0, 301.0, 0.331357115793 
 43.0, 53.0, 279.0, 0.503876039003 
 53.0, 62.0, 306.0, 0.487116861483 
 65.0, 69.0, 341.0, 0.567090740243 
 44.0, 65.0, 274.0, 0.508836906444 
 46.0, 71.0, 297.0, 0.304400010384 
 51.0, 72.0, 289.0, 0.635160840236 
 47.0, 66.0, 304.0, 0.496649924191 
 54.0, 57.0, 301.0, 0.402698579276 
 49.0, 55.0, 308.0, 0.404415889948 
 48.0, 55.0, 298.0, 0.498032748551 
 50.0, 63.0, 279.0, 0.65246050848 
 45.0, 67.0, 320.0, 0.594620524457 
 56.0, 52.0, 315.0, 0.716437833722 
 48.0, 51.0, 295.0, 0.473521801346 
 54.0, 59.0, 321.0, 0.473986168726 
 50.0, 63.0, 286.0, 0.672780160592 
 50.0, 79.0, 318.0, 0.309592310507 
 48.0, 45.0, 308.0, 0.561286253211 
 52.0, 63.0, 311.0, 0.393240862931 
 43.0, 54.0, 284.0, 0.59059745656 
 47.0, 59.0, 300.0, 0.485015545646 
 45.0, 63.0, 306.0, 0.372062583547 
 62.0, 82.0, 287.0, 0.528923703932 
 55.0, 58.0, 305.0, 0.549183680672 
 54.0, 63.0, 304.0, 0.605095482101 
 47.0, 64.0, 315.0, 0.428157333295 
 48.0, 53.0, 321.0, 0.726937073265 
 63.0, 49.0, 286.0, 0.304649852853 
 39.0, 58.0, 302.0, 0.602646069559 
 52.0, 50.0, 288.0, 0.272059912112 
 53.0, 71.0, 300.0, 0.56705127388 
 44.0, 52.0, 314.0, 0.437754167066 
 52.0, 77.0, 308.0, 0.727957460934 
 39.0, 55.0, 321.0, 0.496047427907 
 52.0, 58.0, 315.0, 0.584140339556 
 56.0, 63.0, 345.0, 0.640278857501 
 55.0, 74.0, 333.0, 0.666758073163 
 46.0, 75.0, 298.0, 0.61181922863 
 56.0, 68.0, 317.0, 0.422053909354 
 46.0, 59.0, 271.0, 0.559611722809 
 52.0, 56.0, 261.0, 0.507920541911 
 48.0, 61.0, 292.0, 0.444194288043 
 47.0, 65.0, 277.0, 0.568610132359 
 50.0, 59.0, 313.0, 0.477005662067 
 44.0, 67.0, 311.0, 0.41165528865 
 47.0, 60.0, 319.0, 0.657177332568 
 43.0, 68.0, 329.0, 0.488533734661 
 56.0, 58.0, 325.0, 0.616709274693 
 55.0, 54.0, 339.0, 0.473689045686 
 39.0, 58.0, 314.0, 0.615770240762 
 39.0, 50.0, 322.0, 0.406851792643 
 49.0, 61.0, 266.0, 0.497047959475 
 58.0, 55.0, 313.0, 0.750783955568 
 59.0, 57.0, 315.0, 0.529805054463 
 53.0, 70.0, 316.0, 0.577876261739 
 48.0, 56.0, 260.0, 0.80647060612 
 41.0, 52.0, 310.0, 0.539217038812 
 61.0, 64.0, 330.0, 0.501214232066 
 62.0, 68.0, 281.0, 0.488314971622 
 57.0, 67.0, 316.0, 0.501348523671 
 60.0, 54.0, 325.0, 0.164278643674 
 42.0, 51.0, 323.0, 0.560635971377 
 43.0, 59.0, 286.0, 0.658019824417 
 53.0, 50.0, 327.0, 0.393457472026 
 52.0, 52.0, 308.0, 0.184616576108 
 60.0, 56.0, 317.0, 0.198134771203 
 51.0, 63.0, 325.0, 0.54281252039 
 36.0, 41.0, 285.0, 0.622511320367 
 32.0, 63.0, 295.0, 0.197563308923 
 44.0, 44.0, 295.0, 0.393600791433 
 51.0, 67.0, 317.0, 0.441631802747 
 50.0, 61.0, 301.0, 0.547452418925 
 45.0, 56.0, 280.0, 0.516610715093 
 56.0, 63.0, 306.0, 0.412996141472 
